id,customer_id,amount,status,next_payment_date
SUB-53324181,CUST-1098,8999.0,PAST_DUE,2026-08-29T13:16:04.450075
SUB-1868d35a,CUST-1123,999.0,PAST_DUE,2026-08-29T13:16:04.450075
SUB-2a55cfea,CUST-1274,4999.0,PAST_DUE,2026-08-29T13:16:04.450075
SUB-93767bdb,CUST-1173,4999.0,PAST_DUE,2026-08-29T13:16:04.450075
SUB-2663b0a0,CUST-1268,1999.0,PAST_DUE,2026-08-29T13:16:04.450075
SUB-0239f02d,CUST-1297,1999.0,PAST_DUE,2026-08-29T13:16:04.450075
SUB-7fea29a2,CUST-1010,1999.0,PAST_DUE,2026-08-29T13:16:04.451717
SUB-218d7285,CUST-1067,1999.0,PAST_DUE,2026-08-29T13:16:04.451717
SUB-4786f369,CUST-1050,999.0,PAST_DUE,2026-08-29T13:16:04.452231
SUB-0457852b,CUST-1059,999.0,PAST_DUE,2026-08-29T13:16:04.452231
SUB-1cb4aa2c,CUST-1104,1999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-2998fe67,CUST-1062,8999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-6a97086c,CUST-1089,999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-58697ef0,CUST-1213,4999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-0d1cdd1a,CUST-1125,1999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-21f74e5b,CUST-1009,8999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-4090457a,CUST-1046,999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-c4724159,CUST-1065,8999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-0563a048,CUST-1231,4999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-3a16ea9c,CUST-1093,999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-27925a59,CUST-1215,4999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-555f9b78,CUST-1272,1999.0,PAST_DUE,2026-08-29T13:16:04.452773
SUB-6fdd0618,CUST-1107,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-3bd7b548,CUST-1243,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-e8b549d6,CUST-1187,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-ef71c018,CUST-1233,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-5066e0da,CUST-1091,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-9f733d2d,CUST-1121,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-cb607ff1,CUST-1102,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-84c34be5,CUST-1051,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-5ad6a48f,CUST-1113,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-2248f310,CUST-1224,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-1fb809ac,CUST-1199,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-aadec0ea,CUST-1184,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-b4b62350,CUST-1292,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-e87311aa,CUST-1235,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-e786f617,CUST-1081,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-dfae85ba,CUST-1211,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-2e559296,CUST-1143,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-db57225a,CUST-1168,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-bdf01d67,CUST-1003,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-888d4735,CUST-1259,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-7d61dab4,CUST-1051,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-fccc02b3,CUST-1007,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-52559c1b,CUST-1123,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-84d09f24,CUST-1236,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-0f5fb081,CUST-1208,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-0482ee3f,CUST-1001,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-3f5124f1,CUST-1017,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-33eb8797,CUST-1042,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-b445e9c8,CUST-1057,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-8c9cd4cf,CUST-1188,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-8320765c,CUST-1105,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-1e171e54,CUST-1245,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-c1bdf66a,CUST-1137,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-ba5bbd84,CUST-1177,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-d289b4dc,CUST-1273,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-6ce014aa,CUST-1034,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-e1b014a6,CUST-1092,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-40db1d6c,CUST-1058,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-3daf2d17,CUST-1012,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-541ae4f1,CUST-1178,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-9cf6f70b,CUST-1097,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-c43f4a03,CUST-1297,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-08bf77ec,CUST-1272,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-9dbc5cb3,CUST-1088,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-6b49b2a5,CUST-1025,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-fda06bc6,CUST-1083,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-4e7b5887,CUST-1122,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-6d32bbfd,CUST-1134,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-fd34611b,CUST-1163,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-aeec683d,CUST-1084,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-c90ff655,CUST-1075,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-98a753e6,CUST-1280,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-915a8aaa,CUST-1149,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-82c0ea84,CUST-1058,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-403a4716,CUST-1013,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-14904801,CUST-1048,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-3cb697c9,CUST-1270,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-1d54bb5c,CUST-1276,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-528311da,CUST-1202,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-015d76d9,CUST-1185,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-cde1b1a2,CUST-1198,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-132441fb,CUST-1158,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-189accfc,CUST-1228,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-1f8ea551,CUST-1218,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-cb3d3409,CUST-1107,999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-82185177,CUST-1193,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-863d0989,CUST-1090,4999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-e1c59757,CUST-1096,1999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-d2afb1bb,CUST-1155,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-078f8089,CUST-1014,8999.0,PAST_DUE,2026-08-29T13:16:04.455294
SUB-699d74e4,CUST-1242,4999.0,PAST_DUE,2026-08-29T13:16:04.465304
SUB-884e0e8a,CUST-1092,4999.0,PAST_DUE,2026-08-29T13:16:04.465304
SUB-96015bfe,CUST-1062,1999.0,PAST_DUE,2026-08-29T13:16:04.465304
SUB-de831898,CUST-1247,4999.0,PAST_DUE,2026-08-29T13:16:04.465304
