id,customer_id,amount,due_date,status,created_at
INV-fa3e706e,CUST-1061,3500.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-7bc8e707,CUST-1006,6500.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-81090705,CUST-1103,4800.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-e40130e9,CUST-1075,3500.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-25bb1578,CUST-1257,6500.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-05761c6f,CUST-1297,3500.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-9339829e,CUST-1088,4800.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-5ed4d7ba,CUST-1244,4800.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-cb52fee5,CUST-1055,4800.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-31aa22c7,CUST-1264,12000.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-acc854c5,CUST-1239,6500.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-86969435,CUST-1148,12000.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-88901acb,CUST-1198,12000.0,2026-08-10T13:16:04.465304,OVERDUE,2026-07-29T13:16:04.465304
INV-64e3d5e2,CUST-1228,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-1c43bcb9,CUST-1097,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-e4dc6835,CUST-1007,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-9efbeeb6,CUST-1268,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-ffe1e9f0,CUST-1053,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-2d330788,CUST-1103,4800.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-b9473561,CUST-1143,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-faa49765,CUST-1208,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-5db220ea,CUST-1056,4800.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-4e48f718,CUST-1069,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-8aced79d,CUST-1256,3500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-7908f278,CUST-1156,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-2af95319,CUST-1104,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-a26f3e02,CUST-1134,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-5a191ef5,CUST-1221,3500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-d5be44ae,CUST-1227,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-8dd6ee01,CUST-1156,4800.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-b71fae71,CUST-1200,4800.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-e03feb1d,CUST-1284,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-b1090fb9,CUST-1029,4800.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-d18a4480,CUST-1181,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-651b0326,CUST-1024,3500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-b0160d26,CUST-1175,3500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-2b3abb8e,CUST-1211,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-91258770,CUST-1121,4800.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-b2e3ba54,CUST-1059,3500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-4bfb187b,CUST-1236,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-02a6b41d,CUST-1011,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-7b58210c,CUST-1293,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-a1d8f665,CUST-1052,3500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-7b3ed5f1,CUST-1154,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-c0e05104,CUST-1039,12000.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-7557e9e9,CUST-1294,3500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-f72af65b,CUST-1297,3500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-87e47e80,CUST-1291,6500.0,2026-08-10T13:16:04.470074,OVERDUE,2026-07-29T13:16:04.470074
INV-cfd8beda,CUST-1155,6500.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-aec1bb08,CUST-1213,6500.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-7d51022c,CUST-1281,12000.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-d4159afc,CUST-1256,4800.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-e787da99,CUST-1273,12000.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-f3e5ba3b,CUST-1103,3500.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-9d3d88d1,CUST-1154,4800.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-ae98ebff,CUST-1105,3500.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-6085815a,CUST-1121,4800.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-a617061d,CUST-1015,4800.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-fdbda952,CUST-1224,12000.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-9cf80385,CUST-1140,4800.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-0aedaf46,CUST-1282,6500.0,2026-08-10T13:16:04.475342,OVERDUE,2026-07-29T13:16:04.475342
INV-14fc0158,CUST-1029,12000.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-7c6b2f5a,CUST-1209,6500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-e9566cd6,CUST-1072,3500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-36806986,CUST-1298,3500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-85aad57f,CUST-1063,4800.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-d14974e5,CUST-1217,12000.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-edafed67,CUST-1141,4800.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-c7ede8c0,CUST-1274,3500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-a5019509,CUST-1217,6500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-d8196bad,CUST-1186,6500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-b117b97a,CUST-1018,6500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-c8d71f92,CUST-1283,4800.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-425bb5ae,CUST-1063,6500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-542717e8,CUST-1131,3500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-ebf668fc,CUST-1083,6500.0,2026-08-10T13:16:04.477412,OVERDUE,2026-07-29T13:16:04.477412
INV-792a35d2,CUST-1141,12000.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-7b1202b7,CUST-1217,12000.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-94621587,CUST-1034,6500.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-da796c99,CUST-1015,6500.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-3b3bef37,CUST-1228,4800.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-54378804,CUST-1157,4800.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-60a2147f,CUST-1128,3500.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-4fe3a864,CUST-1232,12000.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-c83f1e47,CUST-1168,6500.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-d4f4c535,CUST-1094,12000.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-9b7b4d84,CUST-1012,4800.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-5e161532,CUST-1087,4800.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-79da036d,CUST-1134,12000.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-6a27563a,CUST-1061,4800.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-a463c47c,CUST-1254,12000.0,2026-08-10T13:16:04.479425,OVERDUE,2026-07-29T13:16:04.479425
INV-2f96bcd4,CUST-1137,4800.0,2026-08-10T13:16:04.481182,OVERDUE,2026-07-29T13:16:04.481182
INV-e52109be,CUST-1221,12000.0,2026-08-10T13:16:04.481182,OVERDUE,2026-07-29T13:16:04.481182
INV-87287b0e,CUST-1097,6500.0,2026-08-10T13:16:04.481182,OVERDUE,2026-07-29T13:16:04.481182
INV-df3b24f9,CUST-1149,4800.0,2026-08-10T13:16:04.481182,OVERDUE,2026-07-29T13:16:04.481182
INV-4e3b8c99,CUST-1190,12000.0,2026-08-10T13:16:04.481182,OVERDUE,2026-07-29T13:16:04.481182
INV-4c13f078,CUST-1166,12000.0,2026-08-10T13:16:04.481182,OVERDUE,2026-07-29T13:16:04.481182
INV-e740fa52,CUST-1217,12000.0,2026-08-10T13:16:04.481182,OVERDUE,2026-07-29T13:16:04.481182
INV-5043b22b,CUST-1171,3500.0,2026-08-10T13:16:04.481182,OVERDUE,2026-07-29T13:16:04.481182
INV-c1d2d966,CUST-1130,3500.0,2026-08-10T13:16:04.483196,OVERDUE,2026-07-29T13:16:04.483196
INV-fbbd2433,CUST-1287,6500.0,2026-08-10T13:16:04.483196,OVERDUE,2026-07-29T13:16:04.483196
INV-169209bb,CUST-1258,6500.0,2026-08-10T13:16:04.483196,OVERDUE,2026-07-29T13:16:04.483196
INV-30eebf00,CUST-1163,4800.0,2026-08-10T13:16:04.483196,OVERDUE,2026-07-29T13:16:04.483196
INV-6f063330,CUST-1023,3500.0,2026-08-10T13:16:04.483196,OVERDUE,2026-07-29T13:16:04.483196
INV-830fed54,CUST-1145,6500.0,2026-08-10T13:16:04.483196,OVERDUE,2026-07-29T13:16:04.483196
INV-f8188f85,CUST-1085,6500.0,2026-08-10T13:16:04.485209,OVERDUE,2026-07-29T13:16:04.485209
INV-c49bbf01,CUST-1226,4800.0,2026-08-10T13:16:04.485209,OVERDUE,2026-07-29T13:16:04.485209
INV-c499d59d,CUST-1094,3500.0,2026-08-10T13:16:04.485209,OVERDUE,2026-07-29T13:16:04.485209
INV-1b82ee03,CUST-1240,4800.0,2026-08-10T13:16:04.485209,OVERDUE,2026-07-29T13:16:04.485209
INV-e48624fa,CUST-1183,3500.0,2026-08-10T13:16:04.485209,OVERDUE,2026-07-29T13:16:04.485209
INV-bd5a4a60,CUST-1064,3500.0,2026-08-10T13:16:04.485209,OVERDUE,2026-07-29T13:16:04.485209
INV-c0b79999,CUST-1087,6500.0,2026-08-10T13:16:04.485209,OVERDUE,2026-07-29T13:16:04.485209
INV-509d08c2,CUST-1003,4800.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-bdcf87f2,CUST-1049,4800.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-a0854f84,CUST-1192,3500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-9e9058fa,CUST-1236,3500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-aea236a3,CUST-1003,6500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-2008cfb3,CUST-1292,12000.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-c2a82079,CUST-1029,6500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-694833d8,CUST-1205,12000.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-b0346960,CUST-1011,12000.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-d4bc7161,CUST-1079,12000.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-7d5f1f25,CUST-1068,12000.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-dd57f976,CUST-1103,6500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-a0e1b3f9,CUST-1289,12000.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-7dc2ce71,CUST-1096,6500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-2b2cd492,CUST-1263,3500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-18dde0db,CUST-1080,4800.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-b607633a,CUST-1240,3500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-df3169ec,CUST-1066,6500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-5bef039a,CUST-1292,12000.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-fe98a4dd,CUST-1056,3500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-23e1988a,CUST-1292,12000.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
INV-c7d15b08,CUST-1009,3500.0,2026-08-10T13:16:04.488208,OVERDUE,2026-07-29T13:16:04.488208
