id,customer_id,amount,currency,payment_method,status,failure_reason,payment_state,possible_customer_debit,fraud_signal,retry_count,created_at
TX-1BD4078B,CUST-1231,3681.23,INR,NETBANKING,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:04.274968
TX-9CFA3F3B,CUST-1027,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T12:16:04.274968
TX-9F1DBF43,CUST-1021,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T00:16:04.274968
TX-608B27F4,CUST-1287,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T06:16:04.274968
TX-3DC53804,CUST-1008,3681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T00:16:04.274968
TX-077AFC4F,CUST-1246,1181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T16:16:04.274968
TX-AB9404F4,CUST-1204,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T01:16:04.274968
TX-12455110,CUST-1239,3681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T17:16:04.274968
TX-1EB20DF1,CUST-1255,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T06:16:04.274968
TX-D3BF0AD3,CUST-1105,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T16:16:04.274968
TX-1331DDFB,CUST-1075,1181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T20:16:04.276625
TX-7B97FD8B,CUST-1214,7182.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T03:16:04.276625
TX-9247986C,CUST-1195,3681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T05:16:04.276625
TX-B7A904E1,CUST-1173,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T05:16:04.276625
TX-99D269C0,CUST-1252,11682.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T02:16:04.276625
TX-6DF36CEB,CUST-1072,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T01:16:04.276625
TX-79AB2FC2,CUST-1269,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T08:16:04.276625
TX-D20C75DF,CUST-1071,1181.23,INR,UPI,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T08:16:04.276625
TX-43EFC304,CUST-1112,2181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T13:16:04.276625
TX-00B88EE6,CUST-1248,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:04.276625
TX-E3352802,CUST-1211,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:04.276625
TX-A878963B,CUST-1275,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:04.276625
TX-8C2ED071,CUST-1221,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T06:16:04.276625
TX-5D592198,CUST-1124,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T21:16:04.276625
TX-08B631C2,CUST-1137,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:04.276625
TX-AA917F48,CUST-1290,4681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T16:16:04.276625
TX-F735CD70,CUST-1042,3681.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:04.276625
TX-78ACCF6F,CUST-1283,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T09:16:04.278632
TX-4A1E509E,CUST-1256,1181.23,INR,NACH,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T19:16:04.278632
TX-C335BAB9,CUST-1271,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T22:16:04.278632
TX-AD5584B1,CUST-1244,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T10:16:04.278632
TX-FF904083,CUST-1279,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T01:16:04.278632
TX-F721471E,CUST-1074,1181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T08:16:04.278632
TX-0BEEEBE3,CUST-1200,2181.23,INR,NETBANKING,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T12:16:04.278632
TX-19D8D038,CUST-1041,2181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T09:16:04.278632
TX-971F1320,CUST-1039,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T22:16:04.278632
TX-437C4270,CUST-1168,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T20:16:04.278632
TX-6EE6E37C,CUST-1117,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T01:16:04.278632
TX-4BECB2A8,CUST-1300,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:04.278632
TX-62D41795,CUST-1038,3681.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T19:16:04.278632
TX-C94413B8,CUST-1079,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T16:16:04.278632
TX-30F8966B,CUST-1003,1181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T08:16:04.278632
TX-7AEAD9A3,CUST-1068,3681.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T01:16:04.278632
TX-0FD7EDF5,CUST-1209,4681.23,INR,CARD,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:04.278632
TX-80B7DF2B,CUST-1167,3681.23,INR,NACH,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T12:16:04.278632
TX-55A31A48,CUST-1044,4681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T00:16:04.278632
TX-D81CBB03,CUST-1072,2181.23,INR,NETBANKING,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T17:16:04.278632
TX-8FF66714,CUST-1033,4681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T09:16:04.278632
TX-9633BCCC,CUST-1248,4681.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T13:16:04.278632
TX-07CA4A9D,CUST-1101,2181.23,INR,NACH,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T06:16:04.278632
TX-8098A181,CUST-1203,3681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T21:16:04.278632
TX-D899BA92,CUST-1172,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T19:16:04.278632
TX-F04D3DBC,CUST-1165,2181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T06:16:04.278632
TX-C3DEEFAC,CUST-1164,2181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T13:16:04.278632
TX-36DBEF3D,CUST-1295,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T16:16:04.278632
TX-AA6E97F0,CUST-1059,3681.23,INR,UPI,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T23:16:04.278632
TX-41C9F3EF,CUST-1014,2181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T15:16:04.278632
TX-D5DAD6A3,CUST-1036,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T17:16:04.278632
TX-90898810,CUST-1130,2181.23,INR,UPI,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T15:16:04.278632
TX-20B1B1B0,CUST-1230,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T23:16:04.278632
TX-4E02CDF3,CUST-1215,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T13:16:04.278632
TX-E3426B8E,CUST-1044,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T21:16:04.278632
TX-8D5F6D43,CUST-1086,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T00:16:04.278632
TX-E74D2BC1,CUST-1205,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T09:16:04.278632
TX-A1102973,CUST-1133,1181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T04:16:04.278632
TX-95679EB3,CUST-1298,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T08:16:04.278632
TX-AE460440,CUST-1257,4681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T14:16:04.278632
TX-4AB80B21,CUST-1152,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:04.278632
TX-38CF0C59,CUST-1179,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T15:16:04.278632
TX-83EA7981,CUST-1248,2181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T06:16:04.278632
TX-F47A58FC,CUST-1164,4681.23,INR,CARD,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T17:16:04.278632
TX-4B87A566,CUST-1012,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T19:16:04.278632
TX-9D4482FA,CUST-1125,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T01:16:04.278632
TX-C653D3AD,CUST-1237,3681.23,INR,UPI,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T11:16:04.278632
TX-227E36F1,CUST-1222,2181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:04.278632
TX-B1E0EDA3,CUST-1231,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T12:16:04.278632
TX-328B0353,CUST-1106,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T15:16:04.278632
TX-9966F59D,CUST-1275,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T13:16:04.283657
TX-EC5F0341,CUST-1059,2181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T18:16:04.283657
TX-7011D1D7,CUST-1161,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T21:16:04.283657
TX-129C1E1D,CUST-1179,7182.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T07:16:04.283657
TX-91722235,CUST-1153,2181.23,INR,CARD,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T17:16:04.283657
TX-FA6A1E59,CUST-1123,3681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T05:16:04.283657
TX-57E44A01,CUST-1199,3681.23,INR,NACH,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T22:16:04.283657
TX-F89FF579,CUST-1217,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T05:16:04.283657
TX-A63D0E7D,CUST-1089,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T05:16:04.285164
TX-B73750B2,CUST-1162,2181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T21:16:04.285164
TX-A9EEBCFA,CUST-1249,3681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T00:16:04.285164
TX-39DA223E,CUST-1254,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T17:16:04.285164
TX-5C41026E,CUST-1251,4681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:04.285164
TX-7CC66D4B,CUST-1150,1181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T19:16:04.285164
TX-ABEE41D3,CUST-1087,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T00:16:04.285164
TX-3451AFF8,CUST-1294,4681.23,INR,CARD,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T19:16:04.285164
TX-1CB0F435,CUST-1022,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T02:16:04.285164
TX-52C6BAA6,CUST-1127,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T10:16:04.285164
TX-60DA9361,CUST-1045,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T05:16:04.285164
TX-1F6A9C40,CUST-1180,2181.23,INR,NACH,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T02:16:04.285164
TX-AD4ECE86,CUST-1106,2181.23,INR,CARD,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T00:16:04.285164
TX-EAD3301E,CUST-1276,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T16:16:04.285164
TX-EF1040B6,CUST-1294,3681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T04:16:04.285164
TX-903B3C4E,CUST-1211,1181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T19:16:04.285164
TX-7592DAD2,CUST-1128,2181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T15:16:04.287232
TX-A8DFBCED,CUST-1202,2181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T03:16:04.287232
TX-97BF0109,CUST-1213,11682.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T08:16:04.287232
TX-41018A03,CUST-1048,11682.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T04:16:04.287232
TX-57B30F30,CUST-1189,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T05:16:04.287232
TX-958F5A8C,CUST-1048,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T20:16:04.287232
TX-457A18AD,CUST-1033,11682.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T23:16:04.287232
TX-7063556D,CUST-1138,2181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T18:16:04.287232
TX-8F62D64E,CUST-1067,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T15:16:04.287232
TX-78A5378A,CUST-1051,1181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:04.287232
TX-87AAC980,CUST-1234,2181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T09:16:04.287232
TX-2299B2ED,CUST-1155,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T19:16:04.287232
TX-E3007FF3,CUST-1129,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T13:16:04.287232
TX-11E286E7,CUST-1027,11682.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T20:16:04.287232
TX-0466E31C,CUST-1120,11682.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T19:16:04.287232
TX-6BDBAEE4,CUST-1001,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T06:16:04.287232
TX-59C9FC34,CUST-1228,2181.23,INR,CARD,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T12:16:04.287232
TX-5358B491,CUST-1217,3681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T06:16:04.287232
TX-C0BE9F36,CUST-1046,2181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T06:16:04.287232
TX-D582CDED,CUST-1071,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T04:16:04.287232
TX-50BF02E7,CUST-1036,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T21:16:04.287232
TX-D08AC175,CUST-1180,2181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T20:16:04.287232
TX-3A173577,CUST-1227,2181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:04.287232
TX-E27BB600,CUST-1197,2181.23,INR,NETBANKING,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T09:16:04.287232
TX-1BEBBB51,CUST-1142,2181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T21:16:04.287232
TX-1A3FC53E,CUST-1146,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T18:16:04.287232
TX-DDE62F02,CUST-1261,2181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T13:16:04.287232
TX-F345F0E8,CUST-1123,3681.23,INR,NACH,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T12:16:04.287232
TX-8FC31DB8,CUST-1037,2181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T13:16:04.287232
TX-EAC7EF77,CUST-1292,2181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T13:16:04.287232
TX-58E9FDCF,CUST-1242,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:04.287232
TX-26729418,CUST-1135,1181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T10:16:04.287232
TX-AE6BAEAD,CUST-1147,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T09:16:04.287232
TX-7336BF67,CUST-1275,4681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T19:16:04.287232
TX-F96BF163,CUST-1262,3681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T03:16:04.287232
TX-8BE84181,CUST-1034,3681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T16:16:04.287232
TX-0CBE0234,CUST-1030,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:04.287232
TX-ACC1DAB0,CUST-1029,1181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T18:16:04.287232
TX-FCBD98CF,CUST-1090,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T12:16:04.287232
TX-6510E2E4,CUST-1255,2181.23,INR,NETBANKING,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T03:16:04.287232
TX-B4A654CD,CUST-1086,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T04:16:04.287232
TX-D7998AAD,CUST-1016,3681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T09:16:04.287232
TX-B638A4B0,CUST-1135,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T05:16:04.287232
TX-B911BC95,CUST-1029,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T00:16:04.287232
TX-EB9F7E4A,CUST-1131,3681.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T00:16:04.287232
TX-DEB68B9B,CUST-1117,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T10:16:04.287232
TX-8852EBF7,CUST-1242,2181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T12:16:04.287232
TX-201E2569,CUST-1284,2181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T22:16:04.287232
TX-CFD4687B,CUST-1164,2181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T08:16:04.287232
TX-46697C3C,CUST-1258,3681.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T01:16:04.287232
TX-90EF4948,CUST-1206,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T07:16:04.287232
TX-9ABAB42C,CUST-1045,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T12:16:04.287232
