id,source_type,source_id,customer_id,amount_at_risk,problem_type,recovery_score,risk_level,recommended_action,policy_decision,status,retry_count,max_retries,created_at
CASE-2081,TRANSACTION,TX-90898810,CUST-1130,2181.23,FAILED_PAYMENT,85,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T09:16:04.278632
CASE-2082,TRANSACTION,TX-20B1B1B0,CUST-1230,4681.23,FAILED_PAYMENT,49,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.278632
CASE-2083,TRANSACTION,TX-4E02CDF3,CUST-1215,7182.23,FAILED_PAYMENT,77,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.278632
CASE-2084,TRANSACTION,TX-E3426B8E,CUST-1044,7182.23,FAILED_PAYMENT,83,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.278632
CASE-2085,TRANSACTION,TX-8D5F6D43,CUST-1086,11682.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.278632
CASE-2086,TRANSACTION,TX-E74D2BC1,CUST-1205,11682.23,FAILED_PAYMENT,86,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.278632
CASE-2087,TRANSACTION,TX-A1102973,CUST-1133,1181.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.278632
CASE-2088,TRANSACTION,TX-95679EB3,CUST-1298,7182.23,FAILED_PAYMENT,80,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.278632
CASE-2089,TRANSACTION,TX-AE460440,CUST-1257,4681.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T11:16:04.278632
CASE-2090,TRANSACTION,TX-4AB80B21,CUST-1152,4681.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T05:16:04.278632
CASE-2091,TRANSACTION,TX-38CF0C59,CUST-1179,11682.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T07:16:04.278632
CASE-2092,TRANSACTION,TX-83EA7981,CUST-1248,2181.23,FAILED_PAYMENT,78,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.278632
CASE-2093,TRANSACTION,TX-F47A58FC,CUST-1164,4681.23,FAILED_PAYMENT,91,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T10:16:04.278632
CASE-2094,TRANSACTION,TX-4B87A566,CUST-1012,11682.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.278632
CASE-2095,TRANSACTION,TX-9D4482FA,CUST-1125,11682.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T02:16:04.278632
CASE-2096,TRANSACTION,TX-C653D3AD,CUST-1237,3681.23,FAILED_PAYMENT,80,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T20:16:04.278632
CASE-2097,TRANSACTION,TX-227E36F1,CUST-1222,2181.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.278632
CASE-2098,TRANSACTION,TX-B1E0EDA3,CUST-1231,7182.23,FAILED_PAYMENT,57,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T12:16:04.278632
CASE-2099,TRANSACTION,TX-328B0353,CUST-1106,11682.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.278632
CASE-2100,TRANSACTION,TX-9966F59D,CUST-1275,7182.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.283657
CASE-2101,TRANSACTION,TX-EC5F0341,CUST-1059,2181.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.283657
CASE-2102,TRANSACTION,TX-7011D1D7,CUST-1161,7182.23,FAILED_PAYMENT,85,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.283657
CASE-2103,TRANSACTION,TX-129C1E1D,CUST-1179,7182.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T21:16:04.283657
CASE-2104,TRANSACTION,TX-91722235,CUST-1153,2181.23,FAILED_PAYMENT,88,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T04:16:04.283657
CASE-2105,TRANSACTION,TX-FA6A1E59,CUST-1123,3681.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T01:16:04.283657
CASE-2106,TRANSACTION,TX-57E44A01,CUST-1199,3681.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T04:16:04.283657
CASE-2107,TRANSACTION,TX-F89FF579,CUST-1217,7182.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T20:16:04.283657
CASE-2108,TRANSACTION,TX-A63D0E7D,CUST-1089,7182.23,FAILED_PAYMENT,89,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T18:16:04.285164
CASE-2109,TRANSACTION,TX-B73750B2,CUST-1162,2181.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:04.285164
CASE-2110,TRANSACTION,TX-A9EEBCFA,CUST-1249,3681.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:04.285164
CASE-2111,TRANSACTION,TX-39DA223E,CUST-1254,7182.23,FAILED_PAYMENT,77,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.285164
CASE-2112,TRANSACTION,TX-5C41026E,CUST-1251,4681.23,FAILED_PAYMENT,90,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T00:16:04.285164
CASE-2113,TRANSACTION,TX-7CC66D4B,CUST-1150,1181.23,FAILED_PAYMENT,95,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T22:16:04.285164
CASE-2114,TRANSACTION,TX-ABEE41D3,CUST-1087,7182.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.285164
CASE-2115,TRANSACTION,TX-3451AFF8,CUST-1294,4681.23,FAILED_PAYMENT,80,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T02:16:04.285164
CASE-2116,TRANSACTION,TX-1CB0F435,CUST-1022,3681.23,FAILED_PAYMENT,79,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T23:16:04.285164
CASE-2117,TRANSACTION,TX-52C6BAA6,CUST-1127,4681.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T08:16:04.285164
CASE-2118,TRANSACTION,TX-60DA9361,CUST-1045,3681.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T21:16:04.285164
CASE-2119,TRANSACTION,TX-1F6A9C40,CUST-1180,2181.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T21:16:04.285164
CASE-2120,TRANSACTION,TX-AD4ECE86,CUST-1106,2181.23,FAILED_PAYMENT,95,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T14:16:04.285164
CASE-2121,TRANSACTION,TX-EAD3301E,CUST-1276,7182.23,FAILED_PAYMENT,62,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T15:16:04.285164
CASE-2122,TRANSACTION,TX-EF1040B6,CUST-1294,3681.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:04.285164
CASE-2123,TRANSACTION,TX-903B3C4E,CUST-1211,1181.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.285164
CASE-2124,TRANSACTION,TX-7592DAD2,CUST-1128,2181.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T16:16:04.287232
CASE-2125,TRANSACTION,TX-A8DFBCED,CUST-1202,2181.23,FAILED_PAYMENT,93,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T00:16:04.287232
CASE-2126,TRANSACTION,TX-97BF0109,CUST-1213,11682.23,FAILED_PAYMENT,62,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.287232
CASE-2127,TRANSACTION,TX-41018A03,CUST-1048,11682.23,FAILED_PAYMENT,95,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.287232
CASE-2128,TRANSACTION,TX-57B30F30,CUST-1189,3681.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T16:16:04.287232
CASE-2129,TRANSACTION,TX-958F5A8C,CUST-1048,7182.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.287232
CASE-2130,TRANSACTION,TX-457A18AD,CUST-1033,11682.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T09:16:04.287232
CASE-2131,TRANSACTION,TX-7063556D,CUST-1138,2181.23,FAILED_PAYMENT,76,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T15:16:04.287232
CASE-2132,TRANSACTION,TX-8F62D64E,CUST-1067,7182.23,FAILED_PAYMENT,81,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:04.287232
CASE-2133,TRANSACTION,TX-78A5378A,CUST-1051,1181.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T05:16:04.287232
CASE-2134,TRANSACTION,TX-87AAC980,CUST-1234,2181.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T00:16:04.287232
CASE-2135,TRANSACTION,TX-2299B2ED,CUST-1155,11682.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T07:16:04.287232
CASE-2136,TRANSACTION,TX-E3007FF3,CUST-1129,11682.23,FAILED_PAYMENT,68,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.287232
CASE-2137,TRANSACTION,TX-11E286E7,CUST-1027,11682.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.287232
CASE-2138,TRANSACTION,TX-0466E31C,CUST-1120,11682.23,FAILED_PAYMENT,89,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T07:16:04.287232
