id,case_id,diagnosis,recovery_score,recommended_action,delay_minutes,expected_recovery_value,reason,created_at
REC-0a28348b,CASE-2014,INSUFFICIENT_FUNDS,59,RETRY,30,2151.93,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T22:16:03.996318
REC-1c2f90fc,CASE-2015,INSUFFICIENT_FUNDS,65,RETRY,30,7573.45,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:03.996318
REC-32d0b0ed,CASE-2016,INSUFFICIENT_FUNDS,59,RETRY,30,4217.52,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:03.996318
REC-a9d634a2,CASE-2017,TEMPORARY_FAILURE,82,RETRY,30,5869.43,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:03.996318
REC-aea00ef3,CASE-2018,INSUFFICIENT_FUNDS,67,RETRY,30,771.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:03.996318
REC-bcb98ac5,CASE-2019,INSUFFICIENT_FUNDS,54,RETRY,30,2507.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:03.997328
REC-d12e9dfc,CASE-2020,INSUFFICIENT_FUNDS,60,RETRY,30,2788.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:03.997328
REC-82ac7d15,CASE-2021,INSUFFICIENT_FUNDS,48,RETRY,30,2226.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:03.997328
REC-0912bd45,CASE-2022,INSUFFICIENT_FUNDS,53,RETRY,30,3786.58,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T23:16:03.997328
REC-b797a8d3,CASE-2023,TEMPORARY_FAILURE,86,RETRY,30,3145.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:03.997328
REC-34ee577d,CASE-2024,INSUFFICIENT_FUNDS,57,RETRY,30,6638.87,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:03.997328
REC-0f7cb9ba,CASE-2025,TEMPORARY_FAILURE,83,RETRY,30,5941.25,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T23:16:03.998341
REC-d22011d4,CASE-2026,TEMPORARY_FAILURE,87,RETRY,30,10143.54,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T23:16:03.998341
REC-90eca038,CASE-2027,INSUFFICIENT_FUNDS,64,RETRY,30,2335.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:03.998341
REC-b28867f9,CASE-2028,TEMPORARY_FAILURE,92,RETRY,30,1066.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T22:16:03.998341
REC-1d261b1d,CASE-2029,INSUFFICIENT_FUNDS,58,RETRY,30,6755.69,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:03.998341
REC-90d08b75,CASE-2030,INSUFFICIENT_FUNDS,69,RETRY,30,2520.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T20:16:03.998341
REC-6aa5f65e,CASE-2031,TEMPORARY_FAILURE,77,RETRY,30,2814.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:03.998341
REC-78ad7649,CASE-2032,TEMPORARY_FAILURE,93,RETRY,30,4333.54,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T10:16:03.998341
REC-55b55f61,CASE-2033,TEMPORARY_FAILURE,81,RETRY,30,936.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:03.998341
REC-08de1246,CASE-2034,TEMPORARY_FAILURE,82,RETRY,30,5869.43,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T00:16:03.998341
REC-38cf2681,CASE-2035,INSUFFICIENT_FUNDS,59,RETRY,30,2151.93,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T01:16:03.998341
REC-1681e0f4,CASE-2036,TEMPORARY_FAILURE,88,RETRY,30,10260.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:03.998341
REC-ca194f9a,CASE-2037,TEMPORARY_FAILURE,92,RETRY,30,10727.65,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T14:16:03.998341
REC-8a121b33,CASE-2038,INSUFFICIENT_FUNDS,55,RETRY,30,2004.68,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:03.998341
REC-c45a990e,CASE-2039,INSUFFICIENT_FUNDS,48,RETRY,30,5587.47,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:03.998341
REC-c4f55a92,CASE-2040,TEMPORARY_FAILURE,93,RETRY,30,1078.54,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T15:16:03.998341
REC-73328217,CASE-2041,INSUFFICIENT_FUNDS,45,RETRY,30,961.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:03.998341
REC-7add0672,CASE-2042,TEMPORARY_FAILURE,85,RETRY,30,6084.9,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T12:16:03.998341
REC-bba48621,CASE-2043,TEMPORARY_FAILURE,80,RETRY,30,5725.78,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:03.998341
REC-1ec51555,CASE-2044,INSUFFICIENT_FUNDS,62,RETRY,30,7222.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T04:16:03.998341
REC-89164e34,CASE-2045,TEMPORARY_FAILURE,88,RETRY,30,10260.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:03.998341
REC-1153f35a,CASE-2046,INSUFFICIENT_FUNDS,54,RETRY,30,3858.4,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:03.998341
REC-53f01a86,CASE-2047,INSUFFICIENT_FUNDS,67,RETRY,30,2446.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:03.998341
REC-248fa66d,CASE-2048,TEMPORARY_FAILURE,74,RETRY,30,3444.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:03.998341
REC-a9c25ee1,CASE-2049,TEMPORARY_FAILURE,88,RETRY,30,3219.48,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:03.998341
REC-551d4544,CASE-2050,INSUFFICIENT_FUNDS,69,RETRY,30,3210.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T20:16:03.998341
REC-4c4dc715,CASE-2051,TEMPORARY_FAILURE,89,RETRY,30,1031.29,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T15:16:03.998341
REC-d26a9cdb,CASE-2052,INSUFFICIENT_FUNDS,51,RETRY,30,3642.94,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T23:16:03.998341
REC-081f08a2,CASE-2053,TEMPORARY_FAILURE,81,RETRY,30,9442.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:03.998341
REC-37c47fdf,CASE-2054,INSUFFICIENT_FUNDS,62,RETRY,30,7222.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:03.998341
REC-3b83b5b6,CASE-2055,INSUFFICIENT_FUNDS,58,RETRY,30,665.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:03.998341
REC-d72393f7,CASE-2056,TEMPORARY_FAILURE,81,RETRY,30,1746.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:03.998341
REC-2255b024,CASE-2057,TEMPORARY_FAILURE,95,RETRY,30,2052.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:03.998341
REC-eb93f83e,CASE-2058,INSUFFICIENT_FUNDS,59,RETRY,30,2741.93,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T21:16:03.998341
REC-0303db0f,CASE-2059,INSUFFICIENT_FUNDS,70,RETRY,30,5007.56,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T19:16:03.998341
REC-bf773a8e,CASE-2060,TEMPORARY_FAILURE,76,RETRY,30,3537.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T12:16:03.998341
REC-35983cac,CASE-2061,INSUFFICIENT_FUNDS,56,RETRY,30,2601.49,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T21:16:03.998341
REC-9e6751fd,CASE-2062,INSUFFICIENT_FUNDS,60,RETRY,30,2188.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T03:16:03.998341
REC-368b866b,CASE-2063,TEMPORARY_FAILURE,90,RETRY,30,4193.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.003078
REC-bc3c7a63,CASE-2064,INSUFFICIENT_FUNDS,50,RETRY,30,570.62,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.003078
REC-ddaae78b,CASE-2065,INSUFFICIENT_FUNDS,51,RETRY,30,1857.43,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T09:16:04.003078
REC-2b7ab3eb,CASE-2066,TEMPORARY_FAILURE,80,RETRY,30,3724.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T07:16:04.003078
REC-11bdd308,CASE-2067,TEMPORARY_FAILURE,80,RETRY,30,2924.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T18:16:04.003078
REC-acdf78fd,CASE-2068,INSUFFICIENT_FUNDS,69,RETRY,30,3210.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T03:16:04.003078
REC-586f12fc,CASE-2069,TEMPORARY_FAILURE,88,RETRY,30,1899.48,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T19:16:04.003078
REC-f42add2c,CASE-2070,INSUFFICIENT_FUNDS,54,RETRY,30,2507.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T19:16:04.003078
REC-ee58cf74,CASE-2071,INSUFFICIENT_FUNDS,64,RETRY,30,2975.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T20:16:04.003078
REC-afade29c,CASE-2072,TEMPORARY_FAILURE,91,RETRY,30,1964.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T04:16:04.003078
REC-46491932,CASE-2073,INSUFFICIENT_FUNDS,45,RETRY,30,1636.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T12:16:04.003078
REC-b44658c7,CASE-2074,TEMPORARY_FAILURE,73,RETRY,30,2667.3,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T22:16:04.003078
REC-4790647f,CASE-2075,INSUFFICIENT_FUNDS,64,RETRY,30,1375.99,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.003078
REC-d86c2235,CASE-2076,INSUFFICIENT_FUNDS,70,RETRY,30,1506.86,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.003078
REC-48a9da22,CASE-2077,TEMPORARY_FAILURE,76,RETRY,30,8858.49,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T12:16:04.005117
REC-bb784565,CASE-2078,TEMPORARY_FAILURE,95,RETRY,30,3477.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:04.005117
REC-49a73df9,CASE-2079,TEMPORARY_FAILURE,88,RETRY,30,1899.48,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T23:16:04.005117
REC-9554fb19,CASE-2080,INSUFFICIENT_FUNDS,63,RETRY,30,2929.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.005117
REC-d0e0ce75,CASE-2081,TEMPORARY_FAILURE,85,RETRY,30,1834.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T09:16:04.005117
REC-5580a959,CASE-2082,INSUFFICIENT_FUNDS,49,RETRY,30,2273.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.005117
REC-ea9a9f6f,CASE-2083,TEMPORARY_FAILURE,77,RETRY,30,5510.32,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.005117
REC-a7801670,CASE-2084,TEMPORARY_FAILURE,83,RETRY,30,5941.25,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:04.005117
REC-31825215,CASE-2085,INSUFFICIENT_FUNDS,67,RETRY,30,7807.09,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.005117
REC-a9896f8e,CASE-2086,TEMPORARY_FAILURE,86,RETRY,30,10026.72,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.005117
REC-5de66f61,CASE-2087,INSUFFICIENT_FUNDS,51,RETRY,30,582.43,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.005117
REC-f9aa34ee,CASE-2088,TEMPORARY_FAILURE,80,RETRY,30,5725.78,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T13:16:04.005117
REC-424758e5,CASE-2089,TEMPORARY_FAILURE,74,RETRY,30,3444.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T11:16:04.005117
REC-d92386da,CASE-2090,INSUFFICIENT_FUNDS,51,RETRY,30,2367.43,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T05:16:04.005117
REC-7970f796,CASE-2091,INSUFFICIENT_FUNDS,54,RETRY,30,6288.4,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T07:16:04.005117
REC-5d74b00b,CASE-2092,TEMPORARY_FAILURE,78,RETRY,30,1681.36,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.005117
REC-c43276a1,CASE-2093,TEMPORARY_FAILURE,91,RETRY,30,4239.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T10:16:04.005117
REC-2be637c0,CASE-2094,INSUFFICIENT_FUNDS,52,RETRY,30,6054.76,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T06:16:04.005117
REC-be457b14,CASE-2095,INSUFFICIENT_FUNDS,55,RETRY,30,6405.23,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T02:16:04.005117
REC-af20386d,CASE-2096,TEMPORARY_FAILURE,80,RETRY,30,2924.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T20:16:04.007252
REC-e31ae56c,CASE-2097,INSUFFICIENT_FUNDS,56,RETRY,30,1201.49,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.007252
REC-4184be84,CASE-2098,INSUFFICIENT_FUNDS,57,RETRY,30,4073.87,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T12:16:04.007252
REC-d650b6c4,CASE-2099,INSUFFICIENT_FUNDS,58,RETRY,30,6755.69,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:04.007252
REC-366c20ee,CASE-2100,INSUFFICIENT_FUNDS,51,RETRY,30,3642.94,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.007252
REC-238f53ae,CASE-2101,TEMPORARY_FAILURE,74,RETRY,30,1594.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.007252
REC-156861fc,CASE-2102,TEMPORARY_FAILURE,85,RETRY,30,6084.9,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T11:16:04.007252
REC-690fdb9d,CASE-2103,INSUFFICIENT_FUNDS,52,RETRY,30,3714.76,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T21:16:04.007252
REC-d3be59ba,CASE-2104,TEMPORARY_FAILURE,88,RETRY,30,1899.48,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T04:16:04.007252
REC-5ae60c15,CASE-2105,INSUFFICIENT_FUNDS,52,RETRY,30,1894.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T01:16:04.009263
REC-be46e17e,CASE-2106,TEMPORARY_FAILURE,89,RETRY,30,3256.29,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T04:16:04.009263
REC-79c20877,CASE-2107,INSUFFICIENT_FUNDS,69,RETRY,30,4935.74,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T20:16:04.009263
REC-89d593fa,CASE-2108,TEMPORARY_FAILURE,89,RETRY,30,6372.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T18:16:04.009263
REC-c4179953,CASE-2109,INSUFFICIENT_FUNDS,56,RETRY,30,1201.49,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T09:16:04.009263
REC-4eb19780,CASE-2110,INSUFFICIENT_FUNDS,45,RETRY,30,1636.55,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T12:16:04.009263
REC-490d0d42,CASE-2111,TEMPORARY_FAILURE,77,RETRY,30,5510.32,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T05:16:04.009263
REC-abf6def7,CASE-2112,TEMPORARY_FAILURE,90,RETRY,30,4193.11,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.009263
REC-51c8fbb7,CASE-2113,TEMPORARY_FAILURE,95,RETRY,30,1102.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T22:16:04.009263
REC-36f7345a,CASE-2114,INSUFFICIENT_FUNDS,63,RETRY,30,4504.8,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.009263
REC-aaaaa1ab,CASE-2115,TEMPORARY_FAILURE,80,RETRY,30,3724.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T02:16:04.011272
REC-2e6448f8,CASE-2116,TEMPORARY_FAILURE,79,RETRY,30,2888.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T23:16:04.011272
REC-b3efae2a,CASE-2117,INSUFFICIENT_FUNDS,51,RETRY,30,2367.43,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T08:16:04.011272
REC-7948e000,CASE-2118,INSUFFICIENT_FUNDS,67,RETRY,30,2446.42,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T21:16:04.011272
REC-9c64df83,CASE-2119,TEMPORARY_FAILURE,92,RETRY,30,1986.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T21:16:04.011272
REC-ae6607f8,CASE-2120,TEMPORARY_FAILURE,95,RETRY,30,2052.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T14:16:04.011272
REC-7ae00f9d,CASE-2121,INSUFFICIENT_FUNDS,62,RETRY,30,4432.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T15:16:04.011272
REC-568fb433,CASE-2122,INSUFFICIENT_FUNDS,63,RETRY,30,2299.17,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:04.011272
REC-bb06df24,CASE-2123,INSUFFICIENT_FUNDS,53,RETRY,30,606.05,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T19:16:04.011272
REC-64e661ed,CASE-2124,TEMPORARY_FAILURE,89,RETRY,30,1921.29,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.013021
REC-05e69211,CASE-2125,TEMPORARY_FAILURE,93,RETRY,30,2008.54,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T00:16:04.013021
REC-6dab6ee3,CASE-2126,INSUFFICIENT_FUNDS,62,RETRY,30,7222.98,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:04.013021
REC-b03ac5e0,CASE-2127,TEMPORARY_FAILURE,95,RETRY,30,11078.12,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T13:16:04.013021
REC-4524889e,CASE-2128,TEMPORARY_FAILURE,89,RETRY,30,3256.29,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T16:16:04.013021
REC-b8533326,CASE-2129,INSUFFICIENT_FUNDS,45,RETRY,30,3212.0,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:04.013021
REC-9cb91f92,CASE-2130,INSUFFICIENT_FUNDS,67,RETRY,30,7807.09,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T09:16:04.013021
REC-29c5a762,CASE-2131,TEMPORARY_FAILURE,76,RETRY,30,1637.73,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T15:16:04.013021
REC-14f17d7a,CASE-2132,TEMPORARY_FAILURE,81,RETRY,30,5797.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T17:16:04.013021
REC-7b9a21a4,CASE-2133,INSUFFICIENT_FUNDS,47,RETRY,30,535.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T05:16:04.014538
REC-02dd503c,CASE-2134,TEMPORARY_FAILURE,73,RETRY,30,1572.3,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T00:16:04.014538
REC-73db0fda,CASE-2135,INSUFFICIENT_FUNDS,53,RETRY,30,6171.58,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T07:16:04.014538
REC-ab7c9596,CASE-2136,INSUFFICIENT_FUNDS,68,RETRY,30,7923.92,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T18:16:04.015101
REC-41b96f72,CASE-2137,INSUFFICIENT_FUNDS,55,RETRY,30,6405.23,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-27T17:16:04.015101
REC-4e133cbb,CASE-2138,TEMPORARY_FAILURE,89,RETRY,30,10377.18,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T07:16:04.015101
REC-e6129571,CASE-2139,INSUFFICIENT_FUNDS,51,RETRY,30,5937.94,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:04.015101
REC-0eb784a1,CASE-2140,TEMPORARY_FAILURE,82,RETRY,30,1768.61,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-26T16:16:04.015101
REC-9effa7ff,CASE-2141,INSUFFICIENT_FUNDS,52,RETRY,30,1894.24,AI Recommendation for FAILED_PAYMENT: INSUFFICIENT_FUNDS,2026-08-28T08:16:04.015101
