id,customer_id,amount,status,next_payment_date
SUB-c1521ce5,CUST-1180,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-2bce8490,CUST-1295,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-dcb04713,CUST-1055,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-96cc1aaa,CUST-1273,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-01acce3f,CUST-1125,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-a4e88937,CUST-1107,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-44be9dea,CUST-1121,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-bf34ce39,CUST-1294,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-ac37e664,CUST-1285,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-18089662,CUST-1036,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-241377e4,CUST-1254,8999.0,PAST_DUE,2026-08-29T13:16:04.114846
SUB-1eab5413,CUST-1001,1999.0,PAST_DUE,2026-08-29T13:16:04.114846
SUB-93f3ffa8,CUST-1150,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-9ce708eb,CUST-1106,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-aeec0abf,CUST-1177,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-63edb9ce,CUST-1151,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-f5932e1b,CUST-1287,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-d2e6a2d7,CUST-1222,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-3632cf85,CUST-1196,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-12724a85,CUST-1072,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-64bd7980,CUST-1079,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-6aac9b30,CUST-1037,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-a2238687,CUST-1224,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-0265316d,CUST-1218,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-1a4fdfec,CUST-1231,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-3e5c2b05,CUST-1004,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-8b636f46,CUST-1280,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-e42e1105,CUST-1189,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-03786f0d,CUST-1270,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-ec18e118,CUST-1046,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-ef47037d,CUST-1277,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-352702f9,CUST-1006,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-668b22be,CUST-1170,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-6571d62f,CUST-1019,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-2b9c0e8a,CUST-1243,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-c8f4b258,CUST-1014,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-a999b026,CUST-1040,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-be03b7aa,CUST-1132,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-c0b9b19a,CUST-1078,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-130b9fcc,CUST-1121,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-e18e8dda,CUST-1044,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-104b7663,CUST-1212,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-436c013d,CUST-1086,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-139e425a,CUST-1136,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-68ae8fb6,CUST-1244,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-0240f375,CUST-1200,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-9bcebd1c,CUST-1148,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-95895e51,CUST-1022,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-3175b55e,CUST-1140,4999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-5b53bb60,CUST-1300,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-9d22b2de,CUST-1100,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-b523d5f7,CUST-1281,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-292f1753,CUST-1211,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-a09566dd,CUST-1113,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-8e8a9646,CUST-1048,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-ce246d59,CUST-1063,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-f7d4f363,CUST-1290,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-be68732c,CUST-1151,1999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-bf424384,CUST-1219,8999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-efc6e847,CUST-1032,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-1fae6840,CUST-1136,999.0,PAST_DUE,2026-08-29T13:16:04.115460
SUB-8469bb14,CUST-1202,8999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-2c92eb93,CUST-1277,999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-2a40b76a,CUST-1133,999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-ff9ad244,CUST-1129,999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-ffff51aa,CUST-1001,1999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-d2ccf49d,CUST-1169,4999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-4a16e76d,CUST-1224,8999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-80a56ccf,CUST-1197,1999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-f5db55c3,CUST-1156,4999.0,PAST_DUE,2026-08-29T13:16:04.125265
SUB-81d5be18,CUST-1274,999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-b9072e1b,CUST-1104,4999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-f4ec5bf3,CUST-1098,8999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-cd82e26e,CUST-1184,999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-e244e4d0,CUST-1098,8999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-37c59514,CUST-1123,999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-d3e92c9a,CUST-1274,4999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-03dca436,CUST-1173,4999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-b1550884,CUST-1268,1999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-734b0ad9,CUST-1297,1999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-1c30f656,CUST-1010,1999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-14f47e18,CUST-1067,1999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-44f8c6f8,CUST-1050,999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-76aa58dc,CUST-1059,999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-ac22244c,CUST-1104,1999.0,PAST_DUE,2026-08-29T13:16:04.126426
SUB-1f7bc399,CUST-1062,8999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-b5d8926c,CUST-1089,999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-bb592b8b,CUST-1213,4999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-a71fd672,CUST-1125,1999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-d39c2779,CUST-1009,8999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-9c10093d,CUST-1046,999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-05e18c2f,CUST-1065,8999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-1e568e80,CUST-1231,4999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-3abf1458,CUST-1093,999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-26392f91,CUST-1215,4999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-516c235b,CUST-1272,1999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-84b39185,CUST-1107,1999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-f9a0bd94,CUST-1243,999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-d169b04d,CUST-1187,999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-d24a6b0d,CUST-1233,4999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-4969e207,CUST-1091,999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-79faad23,CUST-1121,999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-f8b327fa,CUST-1102,4999.0,PAST_DUE,2026-08-29T13:16:04.128436
SUB-0d8aebc7,CUST-1051,4999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-08b5ac97,CUST-1113,1999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-1079049f,CUST-1224,8999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-bf909bd8,CUST-1199,8999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-2c754b76,CUST-1184,1999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-80971847,CUST-1292,1999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-670d46d4,CUST-1235,999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-476a5fd6,CUST-1081,1999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-6cb2b123,CUST-1211,1999.0,PAST_DUE,2026-08-29T13:16:04.130466
SUB-b9d88185,CUST-1143,8999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-89374cb8,CUST-1168,1999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-eabaf936,CUST-1003,1999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-a56d8334,CUST-1259,8999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-f2cc4759,CUST-1051,8999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-8ea38aa5,CUST-1007,999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-ab62263e,CUST-1123,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-814e344b,CUST-1236,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-f3ddec29,CUST-1208,1999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-5486dab9,CUST-1001,8999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-9da7c140,CUST-1017,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-26fdcef4,CUST-1042,1999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-721e2099,CUST-1057,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-6a5b94a8,CUST-1188,999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-ee94ee6d,CUST-1105,999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-a34e5530,CUST-1245,999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-6b6f2aa5,CUST-1137,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-0653ce0a,CUST-1177,999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-8a05315c,CUST-1273,999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-d23929c8,CUST-1034,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-0559ba55,CUST-1092,999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-de5caf6f,CUST-1058,1999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-697dbb71,CUST-1012,1999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-58c5a789,CUST-1178,1999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-ca0212ab,CUST-1097,999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-f19261f2,CUST-1297,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-3d10a580,CUST-1272,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-40713999,CUST-1088,1999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-dd25b151,CUST-1025,4999.0,PAST_DUE,2026-08-29T13:16:04.131474
SUB-3db2d102,CUST-1083,8999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-770d75ba,CUST-1122,1999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-b220f817,CUST-1134,1999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-0c2b005e,CUST-1163,999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-ae103128,CUST-1084,8999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-c89a6bc0,CUST-1075,8999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-2dfc0e00,CUST-1280,999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-c8c23238,CUST-1149,4999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-b01aec5d,CUST-1058,8999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-9fbba706,CUST-1013,999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-ef86fc47,CUST-1048,8999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-89c1ccb8,CUST-1270,1999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-97e38e0b,CUST-1276,999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-22c445c3,CUST-1202,999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-6cd2a8c9,CUST-1185,999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-5c2d8dec,CUST-1198,8999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-e2d1b600,CUST-1158,4999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-10d3a509,CUST-1228,1999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-df24addc,CUST-1218,1999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-e24b799d,CUST-1107,999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-405000f8,CUST-1193,4999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-cfc366ab,CUST-1090,4999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-51d3eb65,CUST-1096,1999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-6f060e83,CUST-1155,8999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-c60fefb2,CUST-1014,8999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-0f6f23d3,CUST-1242,4999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-8e2f9ce8,CUST-1092,4999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-bb9e05a1,CUST-1062,1999.0,PAST_DUE,2026-08-29T13:16:04.135327
SUB-266739d2,CUST-1247,4999.0,PAST_DUE,2026-08-29T13:16:04.135327
