id,source_type,source_id,customer_id,amount_at_risk,problem_type,recovery_score,risk_level,recommended_action,policy_decision,status,retry_count,max_retries,created_at
CASE-2014,TRANSACTION,TX-D5958EAE,CUST-1295,3681.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T22:16:03.996318
CASE-2015,TRANSACTION,TX-60763F0C,CUST-1122,11682.23,FAILED_PAYMENT,65,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:03.996318
CASE-2016,TRANSACTION,TX-1D4370CC,CUST-1212,7182.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:03.996318
CASE-2017,TRANSACTION,TX-8589C36A,CUST-1090,7182.23,FAILED_PAYMENT,82,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:03.996318
CASE-2018,TRANSACTION,TX-013A4757,CUST-1196,1181.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T10:16:03.996318
CASE-2019,TRANSACTION,TX-A7A9CBF0,CUST-1154,4681.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T02:16:03.997328
CASE-2020,TRANSACTION,TX-2ADE7832,CUST-1116,4681.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:03.997328
CASE-2021,TRANSACTION,TX-F9DDA4CB,CUST-1288,4681.23,FAILED_PAYMENT,48,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T01:16:03.997328
CASE-2022,TRANSACTION,TX-7F9D851D,CUST-1199,7182.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T23:16:03.997328
CASE-2023,TRANSACTION,TX-F6D9B1A8,CUST-1231,3681.23,FAILED_PAYMENT,86,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T02:16:03.997328
CASE-2024,TRANSACTION,TX-B0FB15B8,CUST-1027,11682.23,FAILED_PAYMENT,57,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:03.997328
CASE-2025,TRANSACTION,TX-6EA4D61A,CUST-1021,7182.23,FAILED_PAYMENT,83,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T23:16:03.998341
CASE-2026,TRANSACTION,TX-E7C8D81D,CUST-1287,11682.23,FAILED_PAYMENT,87,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T23:16:03.998341
CASE-2027,TRANSACTION,TX-13DEA4CF,CUST-1008,3681.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:03.998341
CASE-2028,TRANSACTION,TX-A9741BAF,CUST-1246,1181.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-26T22:16:03.998341
CASE-2029,TRANSACTION,TX-4823F44B,CUST-1204,11682.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:03.998341
CASE-2030,TRANSACTION,TX-BE137601,CUST-1239,3681.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T20:16:03.998341
CASE-2031,TRANSACTION,TX-377CC20D,CUST-1255,3681.23,FAILED_PAYMENT,77,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:03.998341
CASE-2032,TRANSACTION,TX-6BCC6868,CUST-1105,4681.23,FAILED_PAYMENT,93,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T10:16:03.998341
CASE-2033,TRANSACTION,TX-4E5C72D8,CUST-1075,1181.23,FAILED_PAYMENT,81,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T01:16:03.998341
CASE-2034,TRANSACTION,TX-D26E8879,CUST-1214,7182.23,FAILED_PAYMENT,82,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T00:16:03.998341
CASE-2035,TRANSACTION,TX-A279B11F,CUST-1195,3681.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T01:16:03.998341
CASE-2036,TRANSACTION,TX-ECCB8FFF,CUST-1173,11682.23,FAILED_PAYMENT,88,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:03.998341
CASE-2037,TRANSACTION,TX-43CAB66F,CUST-1252,11682.23,FAILED_PAYMENT,92,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T14:16:03.998341
CASE-2038,TRANSACTION,TX-0C52E383,CUST-1072,3681.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T02:16:03.998341
CASE-2039,TRANSACTION,TX-3641C3A4,CUST-1269,11682.23,FAILED_PAYMENT,48,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:03.998341
CASE-2040,TRANSACTION,TX-6B13ED83,CUST-1071,1181.23,FAILED_PAYMENT,93,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T15:16:03.998341
CASE-2041,TRANSACTION,TX-F608565B,CUST-1112,2181.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:03.998341
CASE-2042,TRANSACTION,TX-7370908D,CUST-1248,7182.23,FAILED_PAYMENT,85,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T12:16:03.998341
CASE-2043,TRANSACTION,TX-8E3DA66A,CUST-1211,7182.23,FAILED_PAYMENT,80,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:03.998341
CASE-2044,TRANSACTION,TX-2163A5B6,CUST-1275,11682.23,FAILED_PAYMENT,62,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T04:16:03.998341
CASE-2045,TRANSACTION,TX-90491C27,CUST-1221,11682.23,FAILED_PAYMENT,88,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:03.998341
CASE-2046,TRANSACTION,TX-F9801D3A,CUST-1124,7182.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:03.998341
CASE-2047,TRANSACTION,TX-40633F1A,CUST-1137,3681.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:03.998341
CASE-2048,TRANSACTION,TX-54D5E1D2,CUST-1290,4681.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T22:16:03.998341
CASE-2049,TRANSACTION,TX-0077EA58,CUST-1042,3681.23,FAILED_PAYMENT,88,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T11:16:03.998341
CASE-2050,TRANSACTION,TX-BA883A73,CUST-1283,4681.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T20:16:03.998341
CASE-2051,TRANSACTION,TX-313411EE,CUST-1256,1181.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T15:16:03.998341
CASE-2052,TRANSACTION,TX-8B7CD480,CUST-1271,7182.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T23:16:03.998341
CASE-2053,TRANSACTION,TX-ED98CD78,CUST-1244,11682.23,FAILED_PAYMENT,81,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:03.998341
CASE-2054,TRANSACTION,TX-BFBA72CB,CUST-1279,11682.23,FAILED_PAYMENT,62,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:03.998341
CASE-2055,TRANSACTION,TX-BF47CAD9,CUST-1074,1181.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:03.998341
CASE-2056,TRANSACTION,TX-DF8B1964,CUST-1200,2181.23,FAILED_PAYMENT,81,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T13:16:03.998341
CASE-2057,TRANSACTION,TX-6EACC37F,CUST-1041,2181.23,FAILED_PAYMENT,95,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-28T06:16:03.998341
CASE-2058,TRANSACTION,TX-4C75E8B1,CUST-1039,4681.23,FAILED_PAYMENT,59,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T21:16:03.998341
CASE-2059,TRANSACTION,TX-74A9045F,CUST-1168,7182.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T19:16:03.998341
CASE-2060,TRANSACTION,TX-692E8864,CUST-1117,4681.23,FAILED_PAYMENT,76,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:03.998341
CASE-2061,TRANSACTION,TX-1A2DA26A,CUST-1300,4681.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T21:16:03.998341
CASE-2062,TRANSACTION,TX-3F4B4470,CUST-1038,3681.23,FAILED_PAYMENT,60,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T03:16:03.998341
CASE-2063,TRANSACTION,TX-DDE5792F,CUST-1079,4681.23,FAILED_PAYMENT,90,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T13:16:04.003078
CASE-2064,TRANSACTION,TX-7FAA12CE,CUST-1003,1181.23,FAILED_PAYMENT,50,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.003078
CASE-2065,TRANSACTION,TX-1A85EBF3,CUST-1068,3681.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T09:16:04.003078
CASE-2066,TRANSACTION,TX-80767582,CUST-1209,4681.23,FAILED_PAYMENT,80,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T07:16:04.003078
CASE-2067,TRANSACTION,TX-649C0AD9,CUST-1167,3681.23,FAILED_PAYMENT,80,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T18:16:04.003078
CASE-2068,TRANSACTION,TX-F237BABB,CUST-1044,4681.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T03:16:04.003078
CASE-2069,TRANSACTION,TX-ACB42AAD,CUST-1072,2181.23,FAILED_PAYMENT,88,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T19:16:04.003078
CASE-2070,TRANSACTION,TX-30AEDF5E,CUST-1033,4681.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T19:16:04.003078
CASE-2071,TRANSACTION,TX-90884A63,CUST-1248,4681.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T20:16:04.003078
CASE-2072,TRANSACTION,TX-670F8D5B,CUST-1101,2181.23,FAILED_PAYMENT,91,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T04:16:04.003078
CASE-2073,TRANSACTION,TX-5067E35A,CUST-1203,3681.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:04.003078
CASE-2074,TRANSACTION,TX-2B9B6C7D,CUST-1172,3681.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T22:16:04.003078
CASE-2075,TRANSACTION,TX-73DB153C,CUST-1165,2181.23,FAILED_PAYMENT,64,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.003078
CASE-2076,TRANSACTION,TX-79A37509,CUST-1164,2181.23,FAILED_PAYMENT,70,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.003078
CASE-2077,TRANSACTION,TX-E4688444,CUST-1295,11682.23,FAILED_PAYMENT,76,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:04.005117
CASE-2078,TRANSACTION,TX-9AA264BE,CUST-1059,3681.23,FAILED_PAYMENT,95,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T02:16:04.005117
CASE-2079,TRANSACTION,TX-F488FDB4,CUST-1014,2181.23,FAILED_PAYMENT,88,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T23:16:04.005117
CASE-2080,TRANSACTION,TX-4E1585B2,CUST-1036,4681.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.005117
CASE-2081,TRANSACTION,TX-EE2B2780,CUST-1130,2181.23,FAILED_PAYMENT,85,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T09:16:04.005117
CASE-2082,TRANSACTION,TX-82933255,CUST-1230,4681.23,FAILED_PAYMENT,49,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.005117
CASE-2083,TRANSACTION,TX-E7340BF5,CUST-1215,7182.23,FAILED_PAYMENT,77,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T16:16:04.005117
CASE-2084,TRANSACTION,TX-890FCAC8,CUST-1044,7182.23,FAILED_PAYMENT,83,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.005117
CASE-2085,TRANSACTION,TX-CE611039,CUST-1086,11682.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.005117
CASE-2086,TRANSACTION,TX-9AA25F0C,CUST-1205,11682.23,FAILED_PAYMENT,86,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.005117
CASE-2087,TRANSACTION,TX-D1DC3E32,CUST-1133,1181.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.005117
CASE-2088,TRANSACTION,TX-C89DC3E3,CUST-1298,7182.23,FAILED_PAYMENT,80,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T13:16:04.005117
CASE-2089,TRANSACTION,TX-36508C35,CUST-1257,4681.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T11:16:04.005117
CASE-2090,TRANSACTION,TX-41E3F432,CUST-1152,4681.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T05:16:04.005117
CASE-2091,TRANSACTION,TX-AD7F7548,CUST-1179,11682.23,FAILED_PAYMENT,54,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T07:16:04.005117
CASE-2092,TRANSACTION,TX-5575635A,CUST-1248,2181.23,FAILED_PAYMENT,78,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.005117
CASE-2093,TRANSACTION,TX-0ACACFA0,CUST-1164,4681.23,FAILED_PAYMENT,91,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T10:16:04.005117
CASE-2094,TRANSACTION,TX-E0BCBB2A,CUST-1012,11682.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T06:16:04.005117
CASE-2095,TRANSACTION,TX-AE55520A,CUST-1125,11682.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T02:16:04.005117
CASE-2096,TRANSACTION,TX-FDA4140B,CUST-1237,3681.23,FAILED_PAYMENT,80,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T20:16:04.007252
CASE-2097,TRANSACTION,TX-0C367E51,CUST-1222,2181.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.007252
CASE-2098,TRANSACTION,TX-74947738,CUST-1231,7182.23,FAILED_PAYMENT,57,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T12:16:04.007252
CASE-2099,TRANSACTION,TX-D34FF986,CUST-1106,11682.23,FAILED_PAYMENT,58,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.007252
CASE-2100,TRANSACTION,TX-A99A0F77,CUST-1275,7182.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T16:16:04.007252
CASE-2101,TRANSACTION,TX-345B2583,CUST-1059,2181.23,FAILED_PAYMENT,74,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.007252
CASE-2102,TRANSACTION,TX-F94B0114,CUST-1161,7182.23,FAILED_PAYMENT,85,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T11:16:04.007252
CASE-2103,TRANSACTION,TX-EBE7A68C,CUST-1179,7182.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T21:16:04.007252
CASE-2104,TRANSACTION,TX-B54C538A,CUST-1153,2181.23,FAILED_PAYMENT,88,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T04:16:04.007252
CASE-2105,TRANSACTION,TX-D3092C56,CUST-1123,3681.23,FAILED_PAYMENT,52,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T01:16:04.009263
CASE-2106,TRANSACTION,TX-89737732,CUST-1199,3681.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-28T04:16:04.009263
CASE-2107,TRANSACTION,TX-39455AC8,CUST-1217,7182.23,FAILED_PAYMENT,69,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T20:16:04.009263
CASE-2108,TRANSACTION,TX-2305B920,CUST-1089,7182.23,FAILED_PAYMENT,89,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T18:16:04.009263
CASE-2109,TRANSACTION,TX-A699320D,CUST-1162,2181.23,FAILED_PAYMENT,56,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T09:16:04.009263
CASE-2110,TRANSACTION,TX-1E56DB0C,CUST-1249,3681.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T12:16:04.009263
CASE-2111,TRANSACTION,TX-343999A6,CUST-1254,7182.23,FAILED_PAYMENT,77,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T05:16:04.009263
CASE-2112,TRANSACTION,TX-D732725A,CUST-1251,4681.23,FAILED_PAYMENT,90,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T00:16:04.009263
CASE-2113,TRANSACTION,TX-5CB4408D,CUST-1150,1181.23,FAILED_PAYMENT,95,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T22:16:04.009263
CASE-2114,TRANSACTION,TX-66833505,CUST-1087,7182.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.009263
CASE-2115,TRANSACTION,TX-0F54A74D,CUST-1294,4681.23,FAILED_PAYMENT,80,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T02:16:04.011272
CASE-2116,TRANSACTION,TX-B3128D53,CUST-1022,3681.23,FAILED_PAYMENT,79,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T23:16:04.011272
CASE-2117,TRANSACTION,TX-E906EB7B,CUST-1127,4681.23,FAILED_PAYMENT,51,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T08:16:04.011272
CASE-2118,TRANSACTION,TX-811E761B,CUST-1045,3681.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T21:16:04.011272
CASE-2119,TRANSACTION,TX-35AB4631,CUST-1180,2181.23,FAILED_PAYMENT,92,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-26T21:16:04.011272
CASE-2120,TRANSACTION,TX-786543A1,CUST-1106,2181.23,FAILED_PAYMENT,95,LOW,RETRY,AUTO,RECOVERED,0,2,2026-08-27T14:16:04.011272
CASE-2121,TRANSACTION,TX-33F433AC,CUST-1276,7182.23,FAILED_PAYMENT,62,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T15:16:04.011272
CASE-2122,TRANSACTION,TX-B337D872,CUST-1294,3681.23,FAILED_PAYMENT,63,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:04.011272
CASE-2123,TRANSACTION,TX-1E05C528,CUST-1211,1181.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T19:16:04.011272
CASE-2124,TRANSACTION,TX-3486931E,CUST-1128,2181.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T16:16:04.013021
CASE-2125,TRANSACTION,TX-4E9B8545,CUST-1202,2181.23,FAILED_PAYMENT,93,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T00:16:04.013021
CASE-2126,TRANSACTION,TX-2623A7B1,CUST-1213,11682.23,FAILED_PAYMENT,62,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T08:16:04.013021
CASE-2127,TRANSACTION,TX-B796569B,CUST-1048,11682.23,FAILED_PAYMENT,95,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T13:16:04.013021
CASE-2128,TRANSACTION,TX-6112F61F,CUST-1189,3681.23,FAILED_PAYMENT,89,LOW,RETRY,AUTO,BLOCKED,0,2,2026-08-27T16:16:04.013021
CASE-2129,TRANSACTION,TX-AE5CCF3A,CUST-1048,7182.23,FAILED_PAYMENT,45,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.013021
CASE-2130,TRANSACTION,TX-7F889BB9,CUST-1033,11682.23,FAILED_PAYMENT,67,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T09:16:04.013021
CASE-2131,TRANSACTION,TX-896E93F9,CUST-1138,2181.23,FAILED_PAYMENT,76,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T15:16:04.013021
CASE-2132,TRANSACTION,TX-0AAE23BD,CUST-1067,7182.23,FAILED_PAYMENT,81,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T17:16:04.013021
CASE-2133,TRANSACTION,TX-F3F59FE3,CUST-1051,1181.23,FAILED_PAYMENT,47,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T05:16:04.014538
CASE-2134,TRANSACTION,TX-EAA5B918,CUST-1234,2181.23,FAILED_PAYMENT,73,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T00:16:04.014538
CASE-2135,TRANSACTION,TX-004BC9BF,CUST-1155,11682.23,FAILED_PAYMENT,53,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T07:16:04.014538
CASE-2136,TRANSACTION,TX-DE9D7B03,CUST-1129,11682.23,FAILED_PAYMENT,68,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-26T18:16:04.015101
CASE-2137,TRANSACTION,TX-CBFE85AF,CUST-1027,11682.23,FAILED_PAYMENT,55,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-27T17:16:04.015101
CASE-2138,TRANSACTION,TX-201EA7AC,CUST-1120,11682.23,FAILED_PAYMENT,89,MEDIUM,RETRY,HUMAN,AWAITING_APPROVAL,0,2,2026-08-28T07:16:04.015101
