id,case_id,event_type,actor_type,actor_id,reason,metadata_json,timestamp
AUD-173be561,CASE-2023,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 86, ""policy"": ""AUTO""}",2026-08-27T02:16:03.997328
AUD-27de63c7,CASE-2024,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 57, ""policy"": ""HUMAN""}",2026-08-26T17:16:03.997328
AUD-2d030bd6,CASE-2025,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 83, ""policy"": ""HUMAN""}",2026-08-26T23:16:03.998341
AUD-5be37933,CASE-2026,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 87, ""policy"": ""HUMAN""}",2026-08-27T23:16:03.998341
AUD-6c64025f,CASE-2027,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 64, ""policy"": ""HUMAN""}",2026-08-26T13:16:03.998341
AUD-07783194,CASE-2028,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 92, ""policy"": ""AUTO""}",2026-08-26T22:16:03.998341
AUD-b5df4896,CASE-2029,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 58, ""policy"": ""HUMAN""}",2026-08-27T16:16:03.998341
AUD-4a7bc3be,CASE-2030,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 69, ""policy"": ""HUMAN""}",2026-08-27T20:16:03.998341
AUD-3c406d5d,CASE-2031,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 77, ""policy"": ""HUMAN""}",2026-08-26T14:16:03.998341
AUD-87958a2f,CASE-2032,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 93, ""policy"": ""AUTO""}",2026-08-27T10:16:03.998341
AUD-7855ef1b,CASE-2033,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 81, ""policy"": ""AUTO""}",2026-08-27T01:16:03.998341
AUD-a0126e55,CASE-2034,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 82, ""policy"": ""HUMAN""}",2026-08-28T00:16:03.998341
AUD-4897ef77,CASE-2035,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 59, ""policy"": ""HUMAN""}",2026-08-27T01:16:03.998341
AUD-d6b786df,CASE-2036,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 88, ""policy"": ""HUMAN""}",2026-08-26T14:16:03.998341
AUD-c349628f,CASE-2037,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 92, ""policy"": ""HUMAN""}",2026-08-26T14:16:03.998341
AUD-d8dae9b3,CASE-2038,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 55, ""policy"": ""HUMAN""}",2026-08-27T02:16:03.998341
AUD-fafb9de2,CASE-2039,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 48, ""policy"": ""HUMAN""}",2026-08-26T18:16:03.998341
AUD-2bd78e5e,CASE-2040,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 93, ""policy"": ""AUTO""}",2026-08-26T15:16:03.998341
AUD-eae013fb,CASE-2041,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 45, ""policy"": ""HUMAN""}",2026-08-28T09:16:03.998341
AUD-68fcbc8a,CASE-2042,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 85, ""policy"": ""HUMAN""}",2026-08-28T12:16:03.998341
AUD-07c8a980,CASE-2043,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 80, ""policy"": ""HUMAN""}",2026-08-27T03:16:03.998341
AUD-ad602cb3,CASE-2044,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 62, ""policy"": ""HUMAN""}",2026-08-27T04:16:03.998341
AUD-223e86fb,CASE-2045,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 88, ""policy"": ""HUMAN""}",2026-08-28T06:16:03.998341
AUD-764ab0dc,CASE-2046,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 54, ""policy"": ""HUMAN""}",2026-08-27T03:16:03.998341
AUD-f72a881f,CASE-2047,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 67, ""policy"": ""HUMAN""}",2026-08-27T13:16:03.998341
AUD-8cb62fe0,CASE-2048,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 74, ""policy"": ""HUMAN""}",2026-08-27T22:16:03.998341
AUD-1fe263d6,CASE-2049,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 88, ""policy"": ""AUTO""}",2026-08-27T11:16:03.998341
AUD-ca28475f,CASE-2050,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 69, ""policy"": ""HUMAN""}",2026-08-26T20:16:03.998341
AUD-5c69332d,CASE-2051,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 89, ""policy"": ""AUTO""}",2026-08-27T15:16:03.998341
AUD-05f34455,CASE-2052,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 51, ""policy"": ""HUMAN""}",2026-08-27T23:16:03.998341
AUD-e1bd81a9,CASE-2053,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 81, ""policy"": ""HUMAN""}",2026-08-28T08:16:03.998341
AUD-04dbc0cc,CASE-2054,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 62, ""policy"": ""HUMAN""}",2026-08-27T16:16:03.998341
AUD-6d10922d,CASE-2055,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 58, ""policy"": ""HUMAN""}",2026-08-27T17:16:03.998341
AUD-500bb03c,CASE-2056,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 81, ""policy"": ""AUTO""}",2026-08-26T13:16:03.998341
AUD-9e67893a,CASE-2057,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 95, ""policy"": ""AUTO""}",2026-08-28T06:16:03.998341
AUD-d0dcc1f6,CASE-2058,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 59, ""policy"": ""HUMAN""}",2026-08-26T21:16:03.998341
AUD-3a7bbec9,CASE-2059,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 70, ""policy"": ""HUMAN""}",2026-08-27T19:16:03.998341
AUD-880e6fa5,CASE-2060,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 76, ""policy"": ""HUMAN""}",2026-08-27T12:16:03.998341
AUD-6d2a8cd6,CASE-2061,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 56, ""policy"": ""HUMAN""}",2026-08-26T21:16:03.998341
AUD-a97b26d9,CASE-2062,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 60, ""policy"": ""HUMAN""}",2026-08-28T03:16:03.998341
AUD-57d6056d,CASE-2063,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 90, ""policy"": ""AUTO""}",2026-08-27T13:16:04.003078
AUD-7ad4b217,CASE-2064,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 50, ""policy"": ""HUMAN""}",2026-08-27T13:16:04.003078
AUD-143addb8,CASE-2065,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 51, ""policy"": ""HUMAN""}",2026-08-27T09:16:04.003078
AUD-12a56a4b,CASE-2066,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 80, ""policy"": ""AUTO""}",2026-08-28T07:16:04.003078
AUD-1769ecdc,CASE-2067,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 80, ""policy"": ""AUTO""}",2026-08-27T18:16:04.003078
AUD-79750203,CASE-2068,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 69, ""policy"": ""HUMAN""}",2026-08-27T03:16:04.003078
AUD-c3cb81b0,CASE-2069,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 88, ""policy"": ""AUTO""}",2026-08-27T19:16:04.003078
AUD-1a0b39d9,CASE-2070,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 54, ""policy"": ""HUMAN""}",2026-08-27T19:16:04.003078
AUD-f26c0a36,CASE-2071,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 64, ""policy"": ""HUMAN""}",2026-08-27T20:16:04.003078
AUD-8688bb23,CASE-2072,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 91, ""policy"": ""AUTO""}",2026-08-28T04:16:04.003078
AUD-791833ad,CASE-2073,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 45, ""policy"": ""HUMAN""}",2026-08-27T12:16:04.003078
AUD-001b753f,CASE-2074,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 73, ""policy"": ""HUMAN""}",2026-08-26T22:16:04.003078
AUD-5d37e54c,CASE-2075,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 64, ""policy"": ""HUMAN""}",2026-08-27T16:16:04.003078
AUD-7e690c6c,CASE-2076,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 70, ""policy"": ""HUMAN""}",2026-08-26T16:16:04.003078
AUD-fde50f3b,CASE-2077,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 76, ""policy"": ""HUMAN""}",2026-08-27T12:16:04.005117
AUD-27029a7a,CASE-2078,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 95, ""policy"": ""AUTO""}",2026-08-27T02:16:04.005117
AUD-f2d5018b,CASE-2079,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 88, ""policy"": ""AUTO""}",2026-08-27T23:16:04.005117
AUD-b32a63f8,CASE-2080,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 63, ""policy"": ""HUMAN""}",2026-08-27T05:16:04.005117
AUD-085eb9d3,CASE-2081,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 85, ""policy"": ""AUTO""}",2026-08-27T09:16:04.005117
AUD-1240ebe6,CASE-2082,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 49, ""policy"": ""HUMAN""}",2026-08-27T11:16:04.005117
AUD-a0fc95ff,CASE-2083,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 77, ""policy"": ""HUMAN""}",2026-08-26T16:16:04.005117
AUD-c8326745,CASE-2084,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 83, ""policy"": ""HUMAN""}",2026-08-26T18:16:04.005117
AUD-d42291a2,CASE-2085,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 67, ""policy"": ""HUMAN""}",2026-08-26T19:16:04.005117
AUD-9a38f443,CASE-2086,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 86, ""policy"": ""HUMAN""}",2026-08-28T06:16:04.005117
AUD-27be46bc,CASE-2087,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹1,499.00","{""amount_at_risk"": 1499.0, ""score"": 51, ""policy"": ""HUMAN""}",2026-08-26T13:16:04.005117
AUD-7c5ec03d,CASE-2088,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 80, ""policy"": ""HUMAN""}",2026-08-27T13:16:04.005117
AUD-e1c405d0,CASE-2089,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 74, ""policy"": ""HUMAN""}",2026-08-28T11:16:04.005117
AUD-3d9a71ed,CASE-2090,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 51, ""policy"": ""HUMAN""}",2026-08-28T05:16:04.005117
AUD-ee3dbd8e,CASE-2091,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 54, ""policy"": ""HUMAN""}",2026-08-27T07:16:04.005117
AUD-29930d69,CASE-2092,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 78, ""policy"": ""HUMAN""}",2026-08-28T06:16:04.005117
AUD-7bc0cd2c,CASE-2093,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹4,999.00","{""amount_at_risk"": 4999.0, ""score"": 91, ""policy"": ""AUTO""}",2026-08-28T10:16:04.005117
AUD-fc531fe6,CASE-2094,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 52, ""policy"": ""HUMAN""}",2026-08-28T06:16:04.005117
AUD-d78d34cd,CASE-2095,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 55, ""policy"": ""HUMAN""}",2026-08-28T02:16:04.005117
AUD-52f8bb42,CASE-2096,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 80, ""policy"": ""AUTO""}",2026-08-26T20:16:04.007252
AUD-bdb53236,CASE-2097,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 56, ""policy"": ""HUMAN""}",2026-08-26T13:16:04.007252
AUD-d46bc51b,CASE-2098,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 57, ""policy"": ""HUMAN""}",2026-08-28T12:16:04.007252
AUD-09890bd3,CASE-2099,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹12,000.00","{""amount_at_risk"": 12000.0, ""score"": 58, ""policy"": ""HUMAN""}",2026-08-28T08:16:04.007252
AUD-8c332cf4,CASE-2100,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 51, ""policy"": ""HUMAN""}",2026-08-27T16:16:04.007252
AUD-ca27d42d,CASE-2101,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 74, ""policy"": ""HUMAN""}",2026-08-27T05:16:04.007252
AUD-ca9973e2,CASE-2102,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 85, ""policy"": ""HUMAN""}",2026-08-27T11:16:04.007252
AUD-8e38c83a,CASE-2103,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 52, ""policy"": ""HUMAN""}",2026-08-26T21:16:04.007252
AUD-c1b75fc7,CASE-2104,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 88, ""policy"": ""AUTO""}",2026-08-28T04:16:04.007252
AUD-aa2b54e6,CASE-2105,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 52, ""policy"": ""HUMAN""}",2026-08-28T01:16:04.009263
AUD-410ed20f,CASE-2106,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹3,999.00","{""amount_at_risk"": 3999.0, ""score"": 89, ""policy"": ""AUTO""}",2026-08-28T04:16:04.009263
AUD-9c8f1269,CASE-2107,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 69, ""policy"": ""HUMAN""}",2026-08-26T20:16:04.009263
AUD-94c9d572,CASE-2108,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹7,500.00","{""amount_at_risk"": 7500.0, ""score"": 89, ""policy"": ""HUMAN""}",2026-08-27T18:16:04.009263
AUD-b6fd7f02,CASE-2109,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for FAILED_PAYMENT amount ₹2,499.00","{""amount_at_risk"": 2499.0, ""score"": 56, ""policy"": ""HUMAN""}",2026-08-28T09:16:04.009263
